installment_id,order_id,user_id,merchant_id,due_date,installment_amount,paid_date,paid_date_late,late_days,status
inst_cd395eae,order_52ba429c,user_9ac87517,merchant_3b5fb9f0,2026-02-13,291.6666666666667,2026-02-13,,0,paid
inst_e8e4f904,order_15d95b98,user_9ac87517,merchant_aa3a9054,2025-12-03,190.66666666666666,2025-12-03,,0,paid
inst_b3b6f852,order_15d95b98,user_9ac87517,merchant_aa3a9054,2026-01-02,190.66666666666666,2026-01-02,,0,paid
inst_e3a86ae8,order_15d95b98,user_9ac87517,merchant_aa3a9054,2026-02-01,190.66666666666666,2026-02-01,,0,paid
inst_a82d9d01,order_6093b945,user_6a09cab3,merchant_0d25a7f0,2025-12-05,249.33333333333334,2025-12-04,,0,paid
inst_db4da93f,order_6093b945,user_6a09cab3,merchant_0d25a7f0,2026-01-04,249.33333333333334,,2026-01-15 01:57:16.783615+00:00,11,late
inst_18aed3a6,order_6093b945,user_6a09cab3,merchant_0d25a7f0,2026-02-03,249.33333333333334,2026-02-01,,0,paid
inst_865ccb37,order_802c1a09,user_636e172b,merchant_aa3a9054,2025-12-30,294.3333333333333,2025-12-29,,0,paid
inst_e0bef4d0,order_802c1a09,user_636e172b,merchant_aa3a9054,2026-01-29,294.3333333333333,2026-01-29,,0,paid
inst_c8de2ae0,order_802c1a09,user_636e172b,merchant_aa3a9054,2026-02-28,294.3333333333333,2026-02-27,,0,paid
inst_4f7f8770,order_b84002ba,user_636e172b,merchant_c2a9caa4,2025-12-24,182.33333333333334,2025-12-22,,0,paid
inst_509e58ab,order_b84002ba,user_636e172b,merchant_c2a9caa4,2026-01-23,182.33333333333334,2026-01-21,,0,paid
inst_fcf0becc,order_b84002ba,user_636e172b,merchant_c2a9caa4,2026-02-22,182.33333333333334,2026-02-20,,0,paid
inst_799cd146,order_f2f78b32,user_e622034a,merchant_c2a9caa4,2025-10-20,116.66666666666667,2025-10-19,,0,paid
inst_1c0852ee,order_f2f78b32,user_e622034a,merchant_c2a9caa4,2025-11-19,116.66666666666667,2025-11-19,,0,paid
inst_f9038cb5,order_f2f78b32,user_e622034a,merchant_c2a9caa4,2025-12-19,116.66666666666667,2025-12-18,,0,paid
inst_47b3587b,order_320fd58c,user_e622034a,merchant_e6fd0f32,2025-10-19,260.6666666666667,2025-10-19,,0,paid
inst_57c47623,order_320fd58c,user_e622034a,merchant_e6fd0f32,2025-11-18,260.6666666666667,2025-11-16,,0,paid
inst_fb79c757,order_320fd58c,user_e622034a,merchant_e6fd0f32,2025-12-18,260.6666666666667,2025-12-16,,0,paid
inst_0a0a1598,order_cc720ba4,user_e622034a,merchant_0d25a7f0,2025-12-22,236.66666666666666,2025-12-22,,0,paid
inst_ad937ab4,order_cc720ba4,user_e622034a,merchant_0d25a7f0,2026-01-21,236.66666666666666,2026-01-21,,0,paid
inst_a60b2e67,order_cc720ba4,user_e622034a,merchant_0d25a7f0,2026-02-20,236.66666666666666,2026-02-20,,0,paid
inst_a7eb8265,order_f944eed3,user_e622034a,merchant_0d25a7f0,2025-10-19,101.66666666666667,2025-10-18,,0,paid
inst_9016feab,order_f944eed3,user_e622034a,merchant_0d25a7f0,2025-11-18,101.66666666666667,2025-11-18,,0,paid
inst_638ab387,order_f944eed3,user_e622034a,merchant_0d25a7f0,2025-12-18,101.66666666666667,2025-12-16,,0,paid
inst_e1596361,order_e9b9c40a,user_f4d253cf,merchant_c2a9caa4,2025-12-11,119.0,2025-12-11,,0,paid
inst_3d6c94c1,order_e9b9c40a,user_f4d253cf,merchant_c2a9caa4,2026-01-10,119.0,2026-01-08,,0,paid
inst_10ffb70b,order_e9b9c40a,user_f4d253cf,merchant_c2a9caa4,2026-02-09,119.0,2026-02-08,,0,paid
inst_667c23c4,order_315b8f38,user_f4d253cf,merchant_3b5fb9f0,2025-10-30,189.66666666666666,2025-10-29,,0,paid
inst_a27204cb,order_315b8f38,user_f4d253cf,merchant_3b5fb9f0,2025-11-29,189.66666666666666,2025-11-27,,0,paid
inst_667f6c5e,order_315b8f38,user_f4d253cf,merchant_3b5fb9f0,2025-12-29,189.66666666666666,2025-12-27,,0,paid
inst_89b40584,order_336d2d5f,user_f4d253cf,merchant_9a29c451,2025-11-13,123.66666666666667,2025-11-12,,0,paid
inst_0ca2560f,order_336d2d5f,user_f4d253cf,merchant_9a29c451,2025-12-13,123.66666666666667,2025-12-12,,0,paid
inst_6e48786a,order_336d2d5f,user_f4d253cf,merchant_9a29c451,2026-01-12,123.66666666666667,2026-01-12,,0,paid
inst_589338e5,order_2ff7e845,user_f4d253cf,merchant_c2a9caa4,2025-11-18,251.66666666666666,,2025-11-24 01:57:16.783615+00:00,6,late
inst_f0f97506,order_2ff7e845,user_f4d253cf,merchant_c2a9caa4,2025-12-18,251.66666666666666,2025-12-17,,0,paid
inst_c3278739,order_2ff7e845,user_f4d253cf,merchant_c2a9caa4,2026-01-17,251.66666666666666,2026-01-16,,0,paid
inst_cbda3b56,order_07713673,user_90793299,merchant_d068dcce,2025-11-09,299.3333333333333,2025-11-07,,0,paid
inst_c53f80d5,order_07713673,user_90793299,merchant_d068dcce,2025-12-09,299.3333333333333,2025-12-08,,0,paid
inst_d8b4c58c,order_07713673,user_90793299,merchant_d068dcce,2026-01-08,299.3333333333333,2026-01-08,,0,paid
inst_ce0dd7fa,order_6148cbf1,user_90793299,merchant_0efd0492,2025-11-04,297.0,2025-11-04,,0,paid
inst_9c888263,order_6148cbf1,user_90793299,merchant_0efd0492,2025-12-04,297.0,2025-12-04,,0,paid
inst_66af139a,order_6148cbf1,user_90793299,merchant_0efd0492,2026-01-03,297.0,2026-01-02,,0,paid
inst_8f255920,order_d45684a8,user_90793299,merchant_00df7761,2025-11-09,275.0,2025-11-07,,0,paid
inst_3992db17,order_d45684a8,user_90793299,merchant_00df7761,2025-12-09,275.0,2025-12-07,,0,paid
inst_f7a7a3e6,order_d45684a8,user_90793299,merchant_00df7761,2026-01-08,275.0,2026-01-08,,0,paid
inst_f870657a,order_e45ecf59,user_90793299,merchant_c2a9caa4,2025-12-30,194.66666666666666,2025-12-29,,0,paid
inst_8e16077e,order_e45ecf59,user_90793299,merchant_c2a9caa4,2026-01-29,194.66666666666666,2026-01-27,,0,paid
inst_30c2b2a9,order_e45ecf59,user_90793299,merchant_c2a9caa4,2026-02-28,194.66666666666666,,2026-03-03 01:57:16.783615+00:00,3,late
inst_2e2d55ca,order_a809ad22,user_54859ad9,merchant_46f1760b,2025-12-06,240.66666666666666,2025-12-05,,0,paid
inst_c01ed19f,order_a809ad22,user_54859ad9,merchant_46f1760b,2026-01-05,240.66666666666666,2026-01-03,,0,paid
inst_2f895cce,order_a809ad22,user_54859ad9,merchant_46f1760b,2026-02-04,240.66666666666666,2026-02-04,,0,paid
inst_90d35475,order_1dd9c0b8,user_54859ad9,merchant_00df7761,2025-12-04,398.3333333333333,2025-12-03,,0,paid
inst_03450334,order_1dd9c0b8,user_54859ad9,merchant_00df7761,2026-01-03,398.3333333333333,2026-01-03,,0,paid
inst_9360d35f,order_1dd9c0b8,user_54859ad9,merchant_00df7761,2026-02-02,398.3333333333333,2026-02-01,,0,paid
inst_b688abd0,order_b9b04f0d,user_cba864de,merchant_8042e2cf,2025-12-21,392.6666666666667,2025-12-19,,0,paid
inst_66e9c085,order_b9b04f0d,user_cba864de,merchant_8042e2cf,2026-01-20,392.6666666666667,2026-01-18,,0,paid
inst_3a34804e,order_b9b04f0d,user_cba864de,merchant_8042e2cf,2026-02-19,392.6666666666667,2026-02-18,,0,paid
inst_2e705e9a,order_f27f1cc3,user_c9f22b00,merchant_0efd0492,2025-10-29,164.0,2025-10-29,,0,paid
inst_b8665c27,order_f27f1cc3,user_c9f22b00,merchant_0efd0492,2025-11-28,164.0,2025-11-28,,0,paid
inst_a36a98df,order_f27f1cc3,user_c9f22b00,merchant_0efd0492,2025-12-28,164.0,2025-12-28,,0,paid
inst_fc9bf6ab,order_2b2dca08,user_c9f22b00,merchant_aa3a9054,2025-12-30,277.3333333333333,2025-12-30,,0,paid
inst_644bf784,order_2b2dca08,user_c9f22b00,merchant_aa3a9054,2026-01-29,277.3333333333333,2026-01-28,,0,paid
inst_c3b4e65d,order_2b2dca08,user_c9f22b00,merchant_aa3a9054,2026-02-28,277.3333333333333,2026-02-28,,0,paid
inst_f2b5840c,order_f3383803,user_5ad5ab67,merchant_aa3a9054,2025-11-20,169.66666666666666,2025-11-19,,0,paid
inst_f6af4118,order_f3383803,user_5ad5ab67,merchant_aa3a9054,2025-12-20,169.66666666666666,2025-12-20,,0,paid
inst_62ad68fb,order_f3383803,user_5ad5ab67,merchant_aa3a9054,2026-01-19,169.66666666666666,2026-01-17,,0,paid
inst_6c5417ee,order_501d1a16,user_5ad5ab67,merchant_e6fd0f32,2025-11-25,229.33333333333334,2025-11-23,,0,paid
inst_5b3c6965,order_501d1a16,user_5ad5ab67,merchant_e6fd0f32,2025-12-25,229.33333333333334,2025-12-23,,0,paid
inst_cfb0f351,order_501d1a16,user_5ad5ab67,merchant_e6fd0f32,2026-01-24,229.33333333333334,2026-01-22,,0,paid
inst_58ab09b7,order_4571a6c9,user_5ad5ab67,merchant_8042e2cf,2026-01-08,270.0,2026-01-08,,0,paid
inst_d88be4cd,order_4571a6c9,user_5ad5ab67,merchant_8042e2cf,2026-02-07,270.0,2026-02-07,,0,paid
inst_af2a7744,order_4571a6c9,user_5ad5ab67,merchant_8042e2cf,2026-03-09,270.0,2026-03-09,,0,paid
inst_e048ba65,order_cdf197e3,user_8446d607,merchant_8c4f4160,2026-01-04,386.6666666666667,2026-01-02,,0,paid
inst_a1e78f2a,order_cdf197e3,user_8446d607,merchant_8c4f4160,2026-02-03,386.6666666666667,2026-02-01,,0,paid
inst_591be691,order_cdf197e3,user_8446d607,merchant_8c4f4160,2026-03-05,386.6666666666667,2026-03-04,,0,paid
inst_c45a7aef,order_a5d205d0,user_8446d607,merchant_0efd0492,2025-12-13,600.0,2025-12-13,,0,paid
inst_04284ab3,order_a5d205d0,user_8446d607,merchant_0efd0492,2026-01-12,600.0,2026-01-10,,0,paid
inst_cecc1ec7,order_a5d205d0,user_8446d607,merchant_0efd0492,2026-02-11,600.0,2026-02-10,,0,paid
inst_4f792986,order_0c21ddc2,user_8446d607,merchant_c2a9caa4,2025-12-07,286.3333333333333,2025-12-06,,0,paid
inst_0d4a082b,order_0c21ddc2,user_8446d607,merchant_c2a9caa4,2026-01-06,286.3333333333333,2026-01-04,,0,paid
inst_f154b4d5,order_0c21ddc2,user_8446d607,merchant_c2a9caa4,2026-02-05,286.3333333333333,2026-02-03,,0,paid
inst_fbf18410,order_585578bc,user_daf6eaf1,merchant_0d25a7f0,2025-12-10,102.0,2025-12-10,,0,paid
inst_5a624765,order_585578bc,user_daf6eaf1,merchant_0d25a7f0,2026-01-09,102.0,2026-01-09,,0,paid
inst_a4961c4c,order_585578bc,user_daf6eaf1,merchant_0d25a7f0,2026-02-08,102.0,2026-02-06,,0,paid
inst_ee6f1957,order_cfbdc8fe,user_daf6eaf1,merchant_e6fd0f32,2025-11-21,290.6666666666667,2025-11-21,,0,paid
inst_b4fd4782,order_cfbdc8fe,user_daf6eaf1,merchant_e6fd0f32,2025-12-21,290.6666666666667,2025-12-20,,0,paid
inst_44e285e0,order_cfbdc8fe,user_daf6eaf1,merchant_e6fd0f32,2026-01-20,290.6666666666667,2026-01-19,,0,paid
inst_875dc63d,order_92f4a467,user_daf6eaf1,merchant_0d25a7f0,2025-11-17,155.33333333333334,2025-11-17,,0,paid
inst_3e707a7a,order_92f4a467,user_daf6eaf1,merchant_0d25a7f0,2025-12-17,155.33333333333334,,2025-12-25 01:57:16.783615+00:00,8,late
inst_4294664e,order_92f4a467,user_daf6eaf1,merchant_0d25a7f0,2026-01-16,155.33333333333334,2026-01-14,,0,paid
inst_5473102d,order_33db19bd,user_2195ebba,merchant_3b5fb9f0,2026-01-14,154.33333333333334,2026-01-14,,0,paid
inst_63016747,order_33db19bd,user_2195ebba,merchant_3b5fb9f0,2026-02-13,154.33333333333334,2026-02-11,,0,paid
inst_fd17d2dc,order_33db19bd,user_2195ebba,merchant_3b5fb9f0,2026-03-15,154.33333333333334,2026-03-14,,0,paid
inst_04cc3dd2,order_d886f12d,user_2195ebba,merchant_00df7761,2025-12-18,199.0,2025-12-16,,0,paid
inst_67fa6a95,order_d886f12d,user_2195ebba,merchant_00df7761,2026-01-17,199.0,2026-01-15,,0,paid
inst_8e95d7a2,order_d886f12d,user_2195ebba,merchant_00df7761,2026-02-16,199.0,2026-02-15,,0,paid
inst_e793ac17,order_a4945fe5,user_b296e414,merchant_e6fd0f32,2025-12-30,880.3333333333334,2025-12-30,,0,paid
inst_ad756cb8,order_a4945fe5,user_b296e414,merchant_e6fd0f32,2026-01-29,880.3333333333334,2026-01-29,,0,paid
inst_fda9b214,order_a4945fe5,user_b296e414,merchant_e6fd0f32,2026-02-28,880.3333333333334,,2026-03-10 01:57:16.783615+00:00,10,late
inst_866af42e,order_518bd2c8,user_b296e414,merchant_0efd0492,2025-11-21,764.0,2025-11-19,,0,paid
inst_e3bc80bb,order_518bd2c8,user_b296e414,merchant_0efd0492,2025-12-21,764.0,,2025-12-27 01:57:16.783615+00:00,6,late
inst_43526f07,order_518bd2c8,user_b296e414,merchant_0efd0492,2026-01-20,764.0,,2026-01-24 01:57:16.783615+00:00,4,late
inst_cd6d9e07,order_37871eb7,user_ec976524,merchant_3b5fb9f0,2025-12-10,608.6666666666666,,2025-12-13 01:57:16.783615+00:00,3,late
inst_fd50a751,order_37871eb7,user_ec976524,merchant_3b5fb9f0,2026-01-09,608.6666666666666,2026-01-08,,0,paid
inst_b6bcbc2c,order_37871eb7,user_ec976524,merchant_3b5fb9f0,2026-02-08,608.6666666666666,2026-02-08,,0,paid
inst_5af09bcc,order_dd11a9b4,user_990e3936,merchant_e6fd0f32,2026-01-03,565.3333333333334,2026-01-02,,0,paid
inst_c6728ffa,order_dd11a9b4,user_990e3936,merchant_e6fd0f32,2026-02-02,565.3333333333334,2026-01-31,,0,paid
inst_0ef47d0f,order_dd11a9b4,user_990e3936,merchant_e6fd0f32,2026-03-04,565.3333333333334,2026-03-04,,0,paid
inst_26f4aa99,order_3812a761,user_990e3936,merchant_8c4f4160,2025-12-28,214.0,2025-12-26,,0,paid
inst_61d718dc,order_3812a761,user_990e3936,merchant_8c4f4160,2026-01-27,214.0,2026-01-25,,0,paid
inst_63387b01,order_3812a761,user_990e3936,merchant_8c4f4160,2026-02-26,214.0,2026-02-25,,0,paid
inst_2b44843f,order_b2c7adc2,user_990e3936,merchant_8c4f4160,2025-11-05,457.3333333333333,2025-11-04,,0,paid
inst_82235c5c,order_b2c7adc2,user_990e3936,merchant_8c4f4160,2025-12-05,457.3333333333333,2025-12-05,,0,paid
inst_e4345f0a,order_b2c7adc2,user_990e3936,merchant_8c4f4160,2026-01-04,457.3333333333333,2026-01-04,,0,paid
inst_a5a0545d,order_c4c55fd8,user_1dc54af6,merchant_8042e2cf,2025-10-24,245.0,2025-10-23,,0,paid
inst_ddde9d6f,order_c4c55fd8,user_1dc54af6,merchant_8042e2cf,2025-11-23,245.0,2025-11-21,,0,paid
inst_808b12c8,order_c4c55fd8,user_1dc54af6,merchant_8042e2cf,2025-12-23,245.0,2025-12-22,,0,paid
inst_7cbf9338,order_c4d5aaae,user_1dc54af6,merchant_d068dcce,2026-01-06,169.0,2026-01-05,,0,paid
inst_1bf70de9,order_c4d5aaae,user_1dc54af6,merchant_d068dcce,2026-02-05,169.0,2026-02-04,,0,paid
inst_1cd56c4e,order_c4d5aaae,user_1dc54af6,merchant_d068dcce,2026-03-07,169.0,,2026-03-16 01:57:16.783615+00:00,9,late
inst_71dc4cb6,order_37388d41,user_1dc54af6,merchant_d8abd5e0,2025-10-24,142.66666666666666,2025-10-22,,0,paid
inst_cdf5bede,order_37388d41,user_1dc54af6,merchant_d8abd5e0,2025-11-23,142.66666666666666,2025-11-21,,0,paid
inst_a63ed9dd,order_37388d41,user_1dc54af6,merchant_d8abd5e0,2025-12-23,142.66666666666666,2025-12-21,,0,paid
inst_7c586476,order_85e8858b,user_62273de7,merchant_00df7761,2025-11-21,270.0,2025-11-19,,0,paid
inst_17a467fb,order_85e8858b,user_62273de7,merchant_00df7761,2025-12-21,270.0,2025-12-21,,0,paid
inst_c7cabc0c,order_85e8858b,user_62273de7,merchant_00df7761,2026-01-20,270.0,2026-01-18,,0,paid
inst_281a0a9e,order_8e11bf4f,user_62273de7,merchant_a6ad38ac,2025-11-23,194.0,2025-11-23,,0,paid
inst_53e9fe0f,order_8e11bf4f,user_62273de7,merchant_a6ad38ac,2025-12-23,194.0,2025-12-21,,0,paid
inst_452e6c60,order_8e11bf4f,user_62273de7,merchant_a6ad38ac,2026-01-22,194.0,2026-01-21,,0,paid
inst_6bfd49ed,order_cf493a90,user_96fa96af,merchant_e6fd0f32,2026-01-22,537.6666666666666,2026-01-22,,0,paid
inst_eea59e9d,order_cf493a90,user_96fa96af,merchant_e6fd0f32,2026-02-21,537.6666666666666,,2026-02-27 01:57:16.783615+00:00,6,late
inst_8d4ec983,order_cf493a90,user_96fa96af,merchant_e6fd0f32,2026-03-23,537.6666666666666,2026-03-23,,0,paid
inst_d1b6afb8,order_cf42a952,user_96fa96af,merchant_8cf31187,2025-12-05,760.6666666666666,2025-12-03,,0,paid
inst_33dd27bd,order_cf42a952,user_96fa96af,merchant_8cf31187,2026-01-04,760.6666666666666,2026-01-02,,0,paid
inst_f3dbd5ba,order_cf42a952,user_96fa96af,merchant_8cf31187,2026-02-03,760.6666666666666,,2026-02-12 01:57:16.783615+00:00,9,late
inst_ff8474c4,order_eaa88f18,user_96fa96af,merchant_3b5fb9f0,2025-11-24,1127.6666666666667,2025-11-24,,0,paid
inst_380a5d95,order_eaa88f18,user_96fa96af,merchant_3b5fb9f0,2025-12-24,1127.6666666666667,,2026-01-04 01:57:16.783615+00:00,11,late
inst_1b90382d,order_eaa88f18,user_96fa96af,merchant_3b5fb9f0,2026-01-23,1127.6666666666667,2026-01-23,,0,paid
inst_fed89b72,order_55052daa,user_59798243,merchant_a6ad38ac,2025-11-15,255.0,2025-11-13,,0,paid
inst_3771b3da,order_55052daa,user_59798243,merchant_a6ad38ac,2025-12-15,255.0,2025-12-14,,0,paid
inst_3d4db3df,order_55052daa,user_59798243,merchant_a6ad38ac,2026-01-14,255.0,2026-01-14,,0,paid
inst_fc8e6639,order_78bccdd2,user_59798243,merchant_708588c7,2025-11-22,242.66666666666666,2025-11-22,,0,paid
inst_21556d65,order_78bccdd2,user_59798243,merchant_708588c7,2025-12-22,242.66666666666666,2025-12-22,,0,paid
inst_63c475f3,order_78bccdd2,user_59798243,merchant_708588c7,2026-01-21,242.66666666666666,2026-01-21,,0,paid
inst_8f5f14cb,order_ee8cc1f4,user_57c91653,merchant_3b5fb9f0,2025-12-22,121.33333333333333,2025-12-21,,0,paid
inst_6f693b67,order_ee8cc1f4,user_57c91653,merchant_3b5fb9f0,2026-01-21,121.33333333333333,2026-01-21,,0,paid
inst_7a69df18,order_ee8cc1f4,user_57c91653,merchant_3b5fb9f0,2026-02-20,121.33333333333333,2026-02-20,,0,paid
inst_2134ec13,order_eae1a51c,user_57c91653,merchant_00df7761,2025-12-09,177.0,2025-12-07,,0,paid
inst_6e780cb8,order_eae1a51c,user_57c91653,merchant_00df7761,2026-01-08,177.0,2026-01-07,,0,paid
inst_26a65d52,order_eae1a51c,user_57c91653,merchant_00df7761,2026-02-07,177.0,2026-02-07,,0,paid
inst_9020a127,order_411f2222,user_57c91653,merchant_fcc76787,2025-12-07,183.0,2025-12-07,,0,paid
inst_2977fc1e,order_411f2222,user_57c91653,merchant_fcc76787,2026-01-06,183.0,2026-01-05,,0,paid
inst_03bc1774,order_411f2222,user_57c91653,merchant_fcc76787,2026-02-05,183.0,2026-02-04,,0,paid
inst_dd67f44f,order_d82f91d8,user_57c91653,merchant_a6ad38ac,2025-11-10,273.6666666666667,2025-11-08,,0,paid
inst_a3ce726a,order_d82f91d8,user_57c91653,merchant_a6ad38ac,2025-12-10,273.6666666666667,2025-12-09,,0,paid
inst_f4185fb4,order_d82f91d8,user_57c91653,merchant_a6ad38ac,2026-01-09,273.6666666666667,2026-01-09,,0,paid
inst_25e391a6,order_6ca8cebd,user_402b149e,merchant_9a29c451,2025-11-13,814.3333333333334,2025-11-13,,0,paid
inst_ec5e5b8e,order_6ca8cebd,user_402b149e,merchant_9a29c451,2025-12-13,814.3333333333334,2025-12-12,,0,paid
inst_44a7c932,order_6ca8cebd,user_402b149e,merchant_9a29c451,2026-01-12,814.3333333333334,2026-01-12,,0,paid
inst_198a9444,order_85a01bdc,user_1cda7daa,merchant_fcc76787,2025-12-22,255.0,2025-12-22,,0,paid
inst_f9e4d2f5,order_85a01bdc,user_1cda7daa,merchant_fcc76787,2026-01-21,255.0,,2026-02-02 01:57:16.783615+00:00,12,late
inst_1475ed5f,order_85a01bdc,user_1cda7daa,merchant_fcc76787,2026-02-20,255.0,2026-02-20,,0,paid
inst_0f7e05ea,order_401b2ed0,user_1cda7daa,merchant_aa3a9054,2025-11-13,564.6666666666666,2025-11-11,,0,paid
inst_46272d04,order_401b2ed0,user_1cda7daa,merchant_aa3a9054,2025-12-13,564.6666666666666,2025-12-11,,0,paid
inst_2bda29f3,order_401b2ed0,user_1cda7daa,merchant_aa3a9054,2026-01-12,564.6666666666666,2026-01-11,,0,paid
inst_90844ada,order_09095cd8,user_ce69839c,merchant_d8abd5e0,2025-12-08,530.6666666666666,,2025-12-17 01:57:16.783615+00:00,9,late
inst_62be3c50,order_09095cd8,user_ce69839c,merchant_d8abd5e0,2026-01-07,530.6666666666666,,2026-01-13 01:57:16.783615+00:00,6,late
inst_b918eddd,order_09095cd8,user_ce69839c,merchant_d8abd5e0,2026-02-06,530.6666666666666,,2026-02-18 01:57:16.783615+00:00,12,late
inst_4f6698bb,order_ea200bda,user_ce69839c,merchant_0efd0492,2025-11-25,1034.0,2025-11-24,,0,paid
inst_4c97b120,order_ea200bda,user_ce69839c,merchant_0efd0492,2025-12-25,1034.0,,2025-12-29 01:57:16.783615+00:00,4,late
inst_d89adef6,order_ea200bda,user_ce69839c,merchant_0efd0492,2026-01-24,1034.0,,2026-02-05 01:57:16.783615+00:00,12,late
